"john","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"carney","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"trips","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"sisi","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"fallen","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"ends","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"tech","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"decor","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"advanced","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"economy","{'polarity_value': 'positive', 'polarity_intense': '0.12', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '0.067', 'attention': '0.172', 'sensitivity': '0', 'aptitude': '0.121'}, 'semantics': ['economic_activity', 'business', 'support_family', 'work_done', 'earn_money']}"
"african","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"travers","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"heads","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"mendez","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"covers","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"become","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"corrupt","{'polarity_value': 'negative', 'polarity_intense': '-0.88', 'moodtags': ['#sadness', '#disgust'], 'sentics': {'pleasantness': '-0.96', 'attention': '0', 'sensitivity': '-0.71', 'aptitude': '-0.97'}, 'semantics': ['bribe', 'bribe_police', 'debt', 'tax', 'persuade']}"
"korea","{'polarity_value': 'positive', 'polarity_intense': '0.031', 'moodtags': ['#joy', '#admiration'], 'sentics': {'pleasantness': '0.039', 'attention': '0', 'sensitivity': '0', 'aptitude': '0.053'}, 'semantics': ['big_country', 'democratic_country', 'free_country', 'unite', 'russia']}"
"thiefs","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"dolly","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"realized","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"map","{'polarity_value': 'positive', 'polarity_intense': '0.051', 'moodtags': ['#joy', '#interest'], 'sentics': {'pleasantness': '0.087', 'attention': '0.08', 'sensitivity': '0.013', 'aptitude': '0'}, 'semantics': ['neighborhood_map', 'billboard', 'underground_neighborhood_map', 'advertise_panel', 'restaurant_entrance']}"
"designed","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"bore","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"labor","{'polarity_value': 'positive', 'polarity_intense': '0.033', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '-0.04', 'attention': '0.136', 'sensitivity': '-0.11', 'aptitude': '0.119'}, 'semantics': ['task', 'job', 'hire', 'employment', 'hire_help']}"
"till","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"country","{'polarity_value': 'positive', 'polarity_intense': '0.624', 'moodtags': ['#joy', '#admiration'], 'sentics': {'pleasantness': '0.716', 'attention': '-0.51', 'sensitivity': '0', 'aptitude': '0.647'}, 'semantics': ['state', 'nation', 'ally', 'land', 'commonwealth']}"
"overtakes","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"camelot","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"nc","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"bullshit","{'polarity_value': 'negative', 'polarity_intense': '-0.25', 'moodtags': ['#disgust', '#disgust'], 'sentics': {'pleasantness': '0', 'attention': '0', 'sensitivity': '0', 'aptitude': '-0.77'}, 'semantics': ['icon', 'note_pad', 'scrap_paper', 'attendee', 'agenda']}"
"jindal","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"kelsey","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"crickets","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"chuck","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"essentially","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"grocery","{'polarity_value': 'positive', 'polarity_intense': '0.074', 'moodtags': ['#surprise', '#admiration'], 'sentics': {'pleasantness': '0.025', 'attention': '-0.06', 'sensitivity': '0', 'aptitude': '0.135'}, 'semantics': ['cold_drink', 'groceries', 'fresh_vegetable', 'vendor', 'goods']}"
"podcast","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"team","{'polarity_value': 'positive', 'polarity_intense': '0.034', 'moodtags': ['#joy', '#interest'], 'sentics': {'pleasantness': '0.034', 'attention': '0.083', 'sensitivity': '0.014', 'aptitude': '0'}, 'semantics': ['basketball_court', 'play_sport', 'game', 'exercise', 'match']}"
"ralphs","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"ellen","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"superb","{'polarity_value': 'positive', 'polarity_intense': '0.617', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '0', 'attention': '0.94', 'sensitivity': '0', 'aptitude': '0.91'}, 'semantics': ['superbness', 'wizard', 'bang-up', 'super', 'haughty']}"
"mcgregor","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"encore","{'polarity_value': 'positive', 'polarity_intense': '0.584', 'moodtags': ['#joy', '#admiration'], 'sentics': {'pleasantness': '0.795', 'attention': '0', 'sensitivity': '0', 'aptitude': '0.956'}, 'semantics': ['favorite', 'crowd', 'acclamation', 'bunch', 'large_crowd']}"
"someone","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"lo","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"papers","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"bargain","{'polarity_value': 'positive', 'polarity_intense': '0.147', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '-0.03', 'attention': '0.306', 'sensitivity': '-0.07', 'aptitude': '0.241'}, 'semantics': ['sale', 'good_buy', 'cheap_price', 'good_price', 'business_deal']}"
"actors","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"landslide","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"2pac","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"azerbaijan","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"xoxo","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"accordingly","{'polarity_value': 'positive', 'polarity_intense': '0.057', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '0', 'attention': '0.117', 'sensitivity': '0', 'aptitude': '0.055'}, 'semantics': ['part', 'replace', 'put_back', 'replacement', 'order']}"
"dualtage","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"texts","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"compels","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"browser","{'polarity_value': 'negative', 'polarity_intense': '-0.77', 'moodtags': ['#anger', '#disgust'], 'sentics': {'pleasantness': '-0.62', 'attention': '0', 'sensitivity': '0.717', 'aptitude': '-0.97'}, 'semantics': ['witness', 'spectator', 'viewer', 'watcher', 'looker']}"
"broke","{'polarity_value': 'negative', 'polarity_intense': '-0.54', 'moodtags': ['#sadness', '#anger'], 'sentics': {'pleasantness': '-0.91', 'attention': '0', 'sensitivity': '0.709', 'aptitude': '0'}, 'semantics': ['lose_credibility', 'without_money', 'abuse', 'feel_stressed', 'go_bankrupt']}"
"gauging","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"nom","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"singer","{'polarity_value': 'positive', 'polarity_intense': '0.594', 'moodtags': ['#joy', '#interest'], 'sentics': {'pleasantness': '0.882', 'attention': '0.901', 'sensitivity': '0', 'aptitude': '0'}, 'semantics': ['songwriter', 'vip', 'rock_group', 'guitar_player', 'violinist']}"
"voter","{'polarity_value': 'positive', 'polarity_intense': '0.532', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '0', 'attention': '0.838', 'sensitivity': '0', 'aptitude': '0.758'}, 'semantics': ['detective', 'politician', 'government', 'democrat', 'legal_person']}"
"otherwise","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"legitimately","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"movement","{'polarity_value': 'positive', 'polarity_intense': '0.118', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '0', 'attention': '0.141', 'sensitivity': '-0.05', 'aptitude': '0.27'}, 'semantics': ['keep_moving', 'move_action', 'move_ahead', 'go_forward', 'motion']}"
"pines","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"interview","{'polarity_value': 'positive', 'polarity_intense': '0.569', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '0', 'attention': '0.885', 'sensitivity': '0', 'aptitude': '0.821'}, 'semantics': ['reply', 'remark', 'interrogation', 'question', 'question_answer']}"
"tend","{'polarity_value': 'positive', 'polarity_intense': '0.135', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '0.025', 'attention': '0.352', 'sensitivity': '-0.26', 'aptitude': '0.29'}, 'semantics': ['attitude', 'certainty', 'strong_feeling', 'prefer', 'thoughtful']}"
"terms","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"sisters","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"locker","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"convicted","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"recommences","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"mounrinh","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"pacific","{'polarity_value': 'negative', 'polarity_intense': '-0.65', 'moodtags': ['#anger', '#disgust'], 'sentics': {'pleasantness': '-0.60', 'attention': '0', 'sensitivity': '0.694', 'aptitude': '-0.65'}, 'semantics': ['appeasing', 'placating', 'placative', 'placatory', 'conciliative']}"
"evidence","{'polarity_value': 'positive', 'polarity_intense': '0.115', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '0.059', 'attention': '0.219', 'sensitivity': '-0.08', 'aptitude': '0.15'}, 'semantics': ['proof', 'counsel', 'fairness', 'selection', 'confirmation']}"
"photos","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"davison","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"pep","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"egpytian","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"newfangled","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"que","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"culture","{'polarity_value': 'positive', 'polarity_intense': '0.039', 'moodtags': ['#joy', '#interest'], 'sentics': {'pleasantness': '0.096', 'attention': '0.097', 'sensitivity': '-0.07', 'aptitude': '0'}, 'semantics': ['craft', 'design', 'religion', 'artist', 'art']}"
"woman","{'polarity_value': 'positive', 'polarity_intense': '0.444', 'moodtags': ['#joy', '#interest'], 'sentics': {'pleasantness': '0.632', 'attention': '0.645', 'sensitivity': '-0.24', 'aptitude': '0.295'}, 'semantics': ['human_being', 'bloke', 'adult', 'male', 'sexy_woman']}"
"stacks","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"30pm","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"3b","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"thurs","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"wid","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"impact","{'polarity_value': 'positive', 'polarity_intense': '0.052', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '-0.08', 'attention': '0.23', 'sensitivity': '-0.18', 'aptitude': '0.196'}, 'semantics': ['tell_why', 'inquire', 'explanation', 'question_start', 'request']}"
"activists","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"circles","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"freezer","{'polarity_value': 'positive', 'polarity_intense': '0.031', 'moodtags': ['#surprise', '#admiration'], 'sentics': {'pleasantness': '0', 'attention': '-0.02', 'sensitivity': '0', 'aptitude': '0.07'}, 'semantics': ['pastry', 'christmas_stock', 'breadbox', 'sundae', 'bakery']}"
"shut","{'polarity_value': 'negative', 'polarity_intense': '-0.95', 'moodtags': ['#sadness', '#fear'], 'sentics': {'pleasantness': '-0.93', 'attention': '0', 'sensitivity': '-0.99', 'aptitude': '-0.92'}, 'semantics': ['shut_down', 'close_down', 'barrier', 'language_barrier', 'obstacle']}"
"disrespectful","{'polarity_value': 'negative', 'polarity_intense': '-0.61', 'moodtags': ['#anger', '#disgust'], 'sentics': {'pleasantness': '0', 'attention': '0', 'sensitivity': '0.875', 'aptitude': '-0.98'}, 'semantics': ['annihilating', 'undeferential', 'devastating', 'insolent', 'undutiful']}"
"holi","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"doccie","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"i7","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"1995","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"opion","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"domain","{'polarity_value': 'positive', 'polarity_intense': '0.068', 'moodtags': ['#interest', '#admiration'], 'sentics': {'pleasantness': '0', 'attention': '0.079', 'sensitivity': '0', 'aptitude': '0.124'}, 'semantics': ['roman', 'region', 'political_entity', 'political_division', 'united_country']}"
"3am","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"soundchecking","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"2001","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"families","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"butt","{'polarity_value': 'negative', 'polarity_intense': '-0.04', 'moodtags': ['#sadness', '#disgust'], 'sentics': {'pleasantness': '-0.05', 'attention': '-0.00', 'sensitivity': '0', 'aptitude': '-0.08'}, 'semantics': ['ass', 'rut', 'foreign_country', 'dog_show', 'asshole']}"
"panel","{'polarity_value': 'positive', 'polarity_intense': '0.04', 'moodtags': ['#admiration', '#admiration'], 'sentics': {'pleasantness': '0', 'attention': '0', 'sensitivity': '0', 'aptitude': '0.121'}, 'semantics': ['wood_panel', 'house_front', 'wooden_structure', 'slam', 'home_entrance']}"
"beers","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"devices","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
"replacing","{""polarity_value"": ""nuetral"", ""polarity_intense"": ""0"", ""moodtags"": [], ""sentics"": {""pleasantness"": ""0"", ""attention"": ""0"", ""sensitivity"": ""0"", ""aptitude"": ""0""}, ""semantics"": []}"
